"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Jul 25 02:22:58 GMT 2024","Thu Jul 25 02:23:13 GMT 2024","14676","auth setup","auth.setup.ts","","","","Create AdaHolder 04 auth",""
"passed","Thu Jul 25 02:24:06 GMT 2024","Thu Jul 25 02:24:19 GMT 2024","12381","independent (desktop)","6-miscellaneous/miscellaneous.spec.ts","User Snap","","","6N. Should open feedback modal",""
"skipped","Thu Jul 25 02:34:07 GMT 2024","Thu Jul 25 02:34:07 GMT 2024","0","loggedin (desktop)","7-proposal-submission/proposalSubmission.loggedin.spec.ts","Proposal created logged state > Verify Proposal form","","","7D_1. Verify info proposal form",""
"passed","Thu Jul 25 02:24:04 GMT 2024","Thu Jul 25 02:24:15 GMT 2024","10825","independent (desktop)","6-miscellaneous/miscellaneous.spec.ts","","","","6M. Should navigate between footer links",""
"skipped","Thu Jul 25 02:34:07 GMT 2024","Thu Jul 25 02:34:07 GMT 2024","0","dRep","3-drep-registration/dRepRegistration.dRep.spec.ts","Temporary DReps","","","3G. Should show confirmation message with link to view transaction, when DRep registration txn is submitted",""
"skipped","Thu Jul 25 02:34:07 GMT 2024","Thu Jul 25 02:34:07 GMT 2024","1","loggedin (desktop)","7-proposal-submission/proposalSubmission.loggedin.spec.ts","Proposal created logged state > Reject invalid  data","","","7F_1. Should reject invalid data in info Proposal form",""
"passed","Thu Jul 25 02:24:23 GMT 2024","Thu Jul 25 02:24:44 GMT 2024","21710","independent (desktop)","8-proposal-discussion/proposalDiscussion.spec.ts","","","","8D.Should show the view-all categorized proposed governance actions.",""
"skipped","Thu Jul 25 02:34:07 GMT 2024","Thu Jul 25 02:34:07 GMT 2024","0","delegation","2-delegation/delegationFunctionality.delegation.spec.ts","","","","2G. Should delegate to myself",""
"passed","Thu Jul 25 02:24:48 GMT 2024","Thu Jul 25 02:24:57 GMT 2024","8378","mobile","3-drep-registration/dRepRegistration.spec.ts","","","","3C. Should open wallet connection popup on DRep registration in disconnected state",""
"passed","Thu Jul 25 02:23:47 GMT 2024","Thu Jul 25 02:23:55 GMT 2024","8610","independent (desktop)","3-drep-registration/dRepRegistration.spec.ts","","","","3C. Should open wallet connection popup on DRep registration in disconnected state",""
"skipped","Thu Jul 25 02:34:07 GMT 2024","Thu Jul 25 02:34:07 GMT 2024","1","loggedin (desktop)","6-miscellaneous/miscellaneous.loggedin.spec.ts","Temporary user","","","6K. Should accept valid username.",""
"skipped","Thu Jul 25 02:34:07 GMT 2024","Thu Jul 25 02:34:07 GMT 2024","0","loggedin (desktop)","8-proposal-discussion/proposalDiscussion.loggedin.spec.ts","Proposal created with poll enabled (user auth)","","","8T. Should change vote on poll.",""
"passed","Thu Jul 25 02:23:43 GMT 2024","Thu Jul 25 02:23:52 GMT 2024","8473","independent (desktop)","1-wallet-connect/walletConnect.spec.ts","","","","1E. Should hide incompatible wallets when connecting",""
"passed","Thu Jul 25 02:25:21 GMT 2024","Thu Jul 25 02:25:28 GMT 2024","6244","mobile","7-proposal-submission/proposalSubmission.spec.ts","","","","7A. Should open wallet connection popup, when propose a governance action in disconnected state.",""
"passed","Thu Jul 25 02:24:19 GMT 2024","Thu Jul 25 02:24:30 GMT 2024","11341","independent (desktop)","8-proposal-discussion/proposalDiscussion.spec.ts","","","","8A. Should access proposed governance actions in disconnected state",""
"skipped","Thu Jul 25 02:34:07 GMT 2024","Thu Jul 25 02:34:07 GMT 2024","0","loggedin (desktop)","6-miscellaneous/miscellaneous.loggedin.spec.ts","Temporary user","","","6J. Should add a username.",""
"passed","Thu Jul 25 02:23:11 GMT 2024","Thu Jul 25 02:23:23 GMT 2024","11884","auth setup","auth.setup.ts","","","","Create AdaHolder 06 auth",""
"skipped","Thu Jul 25 02:34:07 GMT 2024","Thu Jul 25 02:34:07 GMT 2024","1","loggedin (desktop)","7-proposal-submission/proposalSubmission.loggedin.spec.ts","Proposal created logged state > Review fillup form","","","7I_1. Should valid review submission in info Proposal form",""
"passed","Thu Jul 25 02:22:58 GMT 2024","Thu Jul 25 02:23:12 GMT 2024","14273","auth setup","auth.setup.ts","","","","Create AdaHolder 01 auth",""
"skipped","Thu Jul 25 02:34:07 GMT 2024","Thu Jul 25 02:34:07 GMT 2024","1","loggedin (desktop)","7-proposal-submission/proposalSubmission.loggedin.spec.ts","Info Proposal Draft","","","7N. Should submit a draft proposal",""
"failed","Thu Jul 25 02:24:59 GMT 2024","Thu Jul 25 02:25:07 GMT 2024","7998","mobile","4-proposal-visibility/proposalVisibility.spec.ts","","","","4K. Should display correct vote counts on governance details page for disconnect state",""
"passed","Thu Jul 25 02:25:28 GMT 2024","Thu Jul 25 02:25:44 GMT 2024","15213","mobile","8-proposal-discussion/proposalDiscussion.spec.ts","","","","8C. Should search the list of proposed governance actions.",""
"passed","Thu Jul 25 02:24:23 GMT 2024","Thu Jul 25 02:24:36 GMT 2024","13227","independent (desktop)","8-proposal-discussion/proposalDiscussion.spec.ts","","","","8H. Should disable proposal interaction on a disconnected state.",""
"passed","Thu Jul 25 02:25:46 GMT 2024","Thu Jul 25 02:25:51 GMT 2024","4648","mobile","8-proposal-discussion/proposalDiscussion.spec.ts","Mocked proposal","","","8I. Should disable poll voting functionality.",""
"broken","Thu Jul 25 02:24:19 GMT 2024","Thu Jul 25 02:25:50 GMT 2024","90545","independent (desktop)","8-proposal-discussion/proposalDiscussion.spec.ts","Filter and sort proposals","","","8B_2. Should sort the list of proposed governance actions.",""
"skipped","Thu Jul 25 02:34:07 GMT 2024","Thu Jul 25 02:34:07 GMT 2024","0","dRep","5-proposal-functionality/proposalFunctionality.dRep.spec.ts","Perform voting","","","5F. Should show notification of casted vote after vote",""
"skipped","Thu Jul 25 02:34:07 GMT 2024","Thu Jul 25 02:34:07 GMT 2024","0","loggedin (desktop)","3-drep-registration/dRepRegistration.loggedin.spec.ts","Validation of dRep Registration Form","","","3L_1. Should accept valid metadata anchor on create dRep",""
"skipped","Thu Jul 25 02:34:07 GMT 2024","Thu Jul 25 02:34:07 GMT 2024","0","loggedin (desktop)","7-proposal-submission/proposalSubmission.loggedin.spec.ts","Proposal created logged state > Accept valid data","","","7E_2. Should accept valid data in treasury proposal form",""
"skipped","Thu Jul 25 02:34:07 GMT 2024","Thu Jul 25 02:34:07 GMT 2024","0","dRep","3-drep-registration/dRepRegistration.dRep.spec.ts","Temporary DReps","","","3J. Should verify retire as DRep",""
