"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Jul 24 07:45:09 GMT 2024","Wed Jul 24 07:45:14 GMT 2024","5177","mobile","8-proposal-discussion/proposalDiscussion.spec.ts","","","","8H. Should disable proposal interaction on a disconnected state.",""
"passed","Wed Jul 24 07:43:40 GMT 2024","Wed Jul 24 07:43:49 GMT 2024","9173","independent (desktop)","6-miscellaneous/miscellaneous.spec.ts","User Snap","","","6O. Should verify a bug report form",""
"broken","Wed Jul 24 07:57:02 GMT 2024","Wed Jul 24 07:58:32 GMT 2024","90299","dRep","5-proposal-functionality/proposalFunctionality.dRep.spec.ts","Proposal checks","","","5A. Should show relevant details about governance action as DRep",""
"passed","Wed Jul 24 07:42:29 GMT 2024","Wed Jul 24 07:42:38 GMT 2024","9208","auth setup","auth.setup.ts","","","","Create AdaHolder 02 auth",""
"passed","Wed Jul 24 07:50:41 GMT 2024","Wed Jul 24 07:50:55 GMT 2024","14089","loggedin (desktop)","6-miscellaneous/miscellaneous.loggedin.spec.ts","Temporary user","","","6J. Should add a username.",""
"passed","Wed Jul 24 07:45:14 GMT 2024","Wed Jul 24 07:45:19 GMT 2024","4368","mobile","8-proposal-discussion/proposalDiscussion.spec.ts","","","","8S. Should restrict proposal creation on disconnected state",""
"failed","Wed Jul 24 08:01:45 GMT 2024","Wed Jul 24 08:01:58 GMT 2024","13435","delegation","2-delegation/delegationFunctionality.delegation.spec.ts","Register DRep state","","","2S. Should retire as a Direct Voter on delegating to another DRep",""
"failed","Wed Jul 24 07:56:08 GMT 2024","Wed Jul 24 07:56:28 GMT 2024","20486","dRep","3-drep-registration/dRepRegistration.dRep.spec.ts","Logged in DReps","","","3H. Should Update DRep data",""
"failed","Wed Jul 24 07:51:10 GMT 2024","Wed Jul 24 07:51:32 GMT 2024","22834","loggedin (desktop)","7-proposal-submission/proposalSubmission.loggedin.spec.ts","Proposal created logged state > Reject invalid  data","","","7F_2. Should reject invalid data in treasury Proposal form",""
"passed","Wed Jul 24 07:52:51 GMT 2024","Wed Jul 24 07:53:51 GMT 2024","60152","loggedin (desktop)","7-proposal-submission/proposalSubmission.loggedin.spec.ts","Proposal created logged state > proposed as a governance action > Metadata anchor validation","","","7J_2. Should reject invalid metadata anchor on proposal submission",""
"failed","Wed Jul 24 07:53:44 GMT 2024","Wed Jul 24 07:54:56 GMT 2024","72309","loggedin (desktop)","7-proposal-submission/proposalSubmission.loggedin.spec.ts","Info Proposal Draft","","","7N. Should submit a draft proposal",""
"broken","Wed Jul 24 07:57:08 GMT 2024","Wed Jul 24 07:58:39 GMT 2024","90784","dRep","5-proposal-functionality/proposalFunctionality.dRep.spec.ts","Proposal checks > Validate provide context about vote","","","5D_1. Should accept valid data in provide context",""
"passed","Wed Jul 24 07:43:34 GMT 2024","Wed Jul 24 07:43:43 GMT 2024","8378","independent (desktop)","6-miscellaneous/miscellaneous.spec.ts","","","","6M. Should navigate between footer links",""
"broken","Wed Jul 24 07:44:53 GMT 2024","Wed Jul 24 07:49:23 GMT 2024","270415","mobile","8-proposal-discussion/proposalDiscussion.spec.ts","Filter and sort proposals","","","8B_1. Should filter the list of proposed governance actions.",""
"passed","Wed Jul 24 07:43:13 GMT 2024","Wed Jul 24 07:43:21 GMT 2024","7857","independent (desktop)","1-wallet-connect/walletConnect.spec.ts","","","","1D. Should reject wallet connection in mainnet",""
"passed","Wed Jul 24 07:44:55 GMT 2024","Wed Jul 24 07:45:05 GMT 2024","10354","mobile","8-proposal-discussion/proposalDiscussion.spec.ts","","","","8C. Should search the list of proposed governance actions.",""
"passed","Wed Jul 24 07:44:36 GMT 2024","Wed Jul 24 07:44:41 GMT 2024","5346","mobile","6-miscellaneous/miscellaneous.spec.ts","User Snap","","","6N. Should open feedback modal",""
