"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed May 29 06:42:50 GMT 2024","Wed May 29 06:43:04 GMT 2024","13738","auth setup","auth.setup.ts","","","","Create AdaHolder 03 auth",""
"passed","Wed May 29 06:42:50 GMT 2024","Wed May 29 06:43:04 GMT 2024","13421","auth setup","auth.setup.ts","","","","Create AdaHolder 05 auth",""
"broken","Wed May 29 06:44:47 GMT 2024","Wed May 29 06:49:17 GMT 2024","270514","delegation","2-delegation/delegationFunctionality.delegation.spec.ts","Delegate to myself","","","2E. Should register as Sole voter",""
"passed","Wed May 29 06:42:50 GMT 2024","Wed May 29 06:43:03 GMT 2024","13225","auth setup","auth.setup.ts","","","","Create AdaHolder 02 auth",""
"passed","Wed May 29 06:42:50 GMT 2024","Wed May 29 06:43:04 GMT 2024","13409","auth setup","auth.setup.ts","","","","Create DRep 01 auth",""
"broken","Wed May 29 06:44:47 GMT 2024","Wed May 29 06:49:18 GMT 2024","270566","delegation","2-delegation/delegationFunctionality.delegation.spec.ts","Delegate to myself","","","2S. Should retire as a Direct Voter on delegating to another DRep",""
"passed","Wed May 29 06:42:50 GMT 2024","Wed May 29 06:43:04 GMT 2024","13712","auth setup","auth.setup.ts","","","","Create User 01 auth",""
"passed","Wed May 29 06:42:50 GMT 2024","Wed May 29 06:44:46 GMT 2024","116226","wallet bootstrap","wallet.bootstrap.ts","","","","Initialize static wallets",""
"passed","Wed May 29 06:42:50 GMT 2024","Wed May 29 06:43:04 GMT 2024","13376","auth setup","auth.setup.ts","","","","Create AdaHolder 04 auth",""
"passed","Wed May 29 06:42:50 GMT 2024","Wed May 29 06:43:04 GMT 2024","13622","auth setup","auth.setup.ts","","","","Create AdaHolder 01 auth",""
"passed","Wed May 29 06:42:50 GMT 2024","Wed May 29 06:44:02 GMT 2024","71563","dRep setup","dRep.setup.ts","","","","Register DRep of static wallets",""
"passed","Wed May 29 06:49:18 GMT 2024","Wed May 29 06:49:28 GMT 2024","9668","cleanup delegation","delegation.teardown.ts","","","","Abstain delegation",""
