"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Sep 03 07:03:52 GMT 2024","Tue Sep 03 07:03:59 GMT 2024","6531","loggedin (desktop)","6-miscellaneous/miscellaneous.loggedin.spec.ts","Logged in user","","","6F. Should open sanchonet docs in a new tab when clicking `info` button of abstain and signal-no-confidence card",""
"passed","Tue Sep 03 07:00:56 GMT 2024","Tue Sep 03 07:01:03 GMT 2024","7244","mobile","8-proposal-discussion/proposalDiscussion.spec.ts","","","","8S. Should restrict proposal creation on disconnected state",""
"passed","Tue Sep 03 06:58:29 GMT 2024","Tue Sep 03 06:58:42 GMT 2024","13374","independent (desktop)","8-proposal-discussion/proposalDiscussion.spec.ts","","","","8C. Should search the list of proposed governance actions.",""
"failed","Tue Sep 03 07:18:35 GMT 2024","Tue Sep 03 07:19:16 GMT 2024","41226","delegation","2-delegation/delegationFunctionality.delegation.spec.ts","No confidence delegation","","","2V. Should show delegated voting power to No confidence",""
"broken","Tue Sep 03 07:12:17 GMT 2024","Tue Sep 03 07:13:48 GMT 2024","90445","dRep","5-proposal-functionality/proposalFunctionality.dRep.spec.ts","Proposal checks > Validate provide context about vote","","","5D_1. Should accept valid data in provide context",""
"passed","Tue Sep 03 07:02:34 GMT 2024","Tue Sep 03 07:02:38 GMT 2024","4314","loggedin (desktop)","2-delegation/delegation.loggedin.spec.ts","","","","2X_2. Should include info button and voting power on the Signal-No-Confidence card",""
"passed","Tue Sep 03 07:07:31 GMT 2024","Tue Sep 03 07:08:28 GMT 2024","57303","loggedin (desktop)","8-proposal-discussion/proposalDiscussion.loggedin.spec.ts","Proposal created logged in state","","","8J. Should sort the proposed governance action comments.",""
"passed","Tue Sep 03 07:12:01 GMT 2024","Tue Sep 03 07:12:13 GMT 2024","11638","dRep","4-proposal-visibility/proposalVisibility.dRep.spec.ts","","","","4F. Should Disable DRep functionality upon wallet disconnection on governance actions page",""
"passed","Tue Sep 03 06:58:05 GMT 2024","Tue Sep 03 06:58:11 GMT 2024","5477","independent (desktop)","6-miscellaneous/miscellaneous.spec.ts","","","","6D. Should open Sanchonet docs in a new tab when clicking `Learn More` on dashboards in disconnected state.",""
"passed","Tue Sep 03 07:02:13 GMT 2024","Tue Sep 03 07:03:28 GMT 2024","75105","dRep setup","dRep.setup.ts","","","","Setup temporary DRep wallets",""
