"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Sep 05 09:35:35 GMT 2024","Thu Sep 05 09:35:38 GMT 2024","3104","mobile","4-proposal-visibility/proposalVisibility.spec.ts","","","","4A_2. Should access Governance Actions page without connecting wallet",""
"passed","Thu Sep 05 09:51:43 GMT 2024","Thu Sep 05 09:52:04 GMT 2024","21226","loggedin (desktop)","7-proposal-submission/proposalSubmission.loggedin.spec.ts","Info Proposal Draft","","","7C. Should list unfinished Draft",""
"broken","Thu Sep 05 09:35:38 GMT 2024","Thu Sep 05 09:38:38 GMT 2024","180399","mobile","4-proposal-visibility/proposalVisibility.spec.ts","","","","4B_2. Should restrict voting for users who are not registered as DReps (without wallet connected)",""
"passed","Thu Sep 05 09:51:08 GMT 2024","Thu Sep 05 09:51:43 GMT 2024","35018","loggedin (desktop)","7-proposal-submission/proposalSubmission.loggedin.spec.ts","Proposal created logged state > proposed as a governance action > Metadata anchor validation","","","7J_2. Should reject invalid metadata anchor on proposal submission",""
"passed","Thu Sep 05 09:53:41 GMT 2024","Thu Sep 05 09:53:49 GMT 2024","8294","dRep","3-drep-registration/dRepRegistration.dRep.spec.ts","Logged in DReps","","","3A. Should show dRepId on dashboard after connecting registered dRep Wallet",""
"passed","Thu Sep 05 09:52:08 GMT 2024","Thu Sep 05 09:52:54 GMT 2024","45411","loggedin (desktop)","8-proposal-discussion/proposalDiscussion.loggedin.spec.ts","Proposal created logged in state","","","8J. Should sort the proposed governance action comments.",""
"passed","Thu Sep 05 09:53:33 GMT 2024","Thu Sep 05 09:53:42 GMT 2024","8687","dRep","2-delegation/delegation.drep.spec.ts","Insufficient funds","","","2T. Should show warning message on delegation when insufficient funds",""
"passed","Thu Sep 05 09:53:58 GMT 2024","Thu Sep 05 09:54:07 GMT 2024","8841","dRep","3-drep-registration/dRepRegistration.dRep.spec.ts","Temporary DReps","","","3J. Should verify retire as DRep",""
"passed","Thu Sep 05 09:33:28 GMT 2024","Thu Sep 05 09:33:35 GMT 2024","7094","auth setup","auth.setup.ts","","","","Create AdaHolder 04 auth",""
"passed","Thu Sep 05 09:49:40 GMT 2024","Thu Sep 05 09:49:50 GMT 2024","9489","loggedin (desktop)","4-proposal-visibility/proposalVisibility.loggedin.spec.ts","","","","4C_3. Should filter and sort Governance Action Type on governance actions page",""
"passed","Thu Sep 05 09:55:57 GMT 2024","Thu Sep 05 09:56:26 GMT 2024","28901","dRep","5-proposal-functionality/proposalFunctionality.dRep.spec.ts","Perform voting","","","5F. Should show notification of casted vote after vote",""
"passed","Thu Sep 05 09:52:22 GMT 2024","Thu Sep 05 09:52:57 GMT 2024","35438","loggedin (desktop)","8-proposal-discussion/proposalDiscussion.loggedin.spec.ts","Proposal created with poll enabled (user auth)","","","8Q. Should vote on poll.",""
