"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"skipped","Sun Jun 16 06:54:41 GMT 2024","Sun Jun 16 06:54:41 GMT 2024","0","dRep","4-proposal-visibility/proposalVisibility.dRep.spec.ts","Logged in DRep","","","4E. Should display DRep's voting power in governance actions page",""
"broken","Sun Jun 16 06:47:21 GMT 2024","Sun Jun 16 06:48:53 GMT 2024","91746","auth setup","auth.setup.ts","","","","Create AdaHolder 04 auth",""
"skipped","Sun Jun 16 06:54:41 GMT 2024","Sun Jun 16 06:54:41 GMT 2024","0","loggedin (desktop)","4-proposal-visibility/proposalVisibility.loggedin.spec.ts","","","","4A_1. Should access Governance Actions page with connecting wallet",""
"failed","Sun Jun 16 06:49:33 GMT 2024","Sun Jun 16 06:49:40 GMT 2024","6743","independent (desktop)","8-proposal-discussion/proposalDiscussion.spec.ts","Mocked proposal","","","8F. Should display all comments with count indication.",""
"skipped","Sun Jun 16 06:54:41 GMT 2024","Sun Jun 16 06:54:41 GMT 2024","0","delegation","2-delegation/delegationFunctionality.delegation.spec.ts","Multiple delegations","","","2R. Should display a modal indicating waiting for previous transaction when delegating if the previous transaction is not completed",""
"skipped","Sun Jun 16 06:54:41 GMT 2024","Sun Jun 16 06:54:41 GMT 2024","1","loggedin (desktop)","2-delegation/delegation.loggedin.spec.ts","","","","2B. Should access DRep Directory page",""
"skipped","Sun Jun 16 06:54:41 GMT 2024","Sun Jun 16 06:54:41 GMT 2024","0","dRep","5-proposal-functionality/proposalFunctionality.dRep.spec.ts","Perform voting","","","5E. Should re-vote with new data on a already voted governance action",""
"passed","Sun Jun 16 06:49:27 GMT 2024","Sun Jun 16 06:49:36 GMT 2024","9140","independent (desktop)","8-proposal-discussion/proposalDiscussion.spec.ts","Mocked proposal","","","8I. Should disable poll voting functionality.",""
"skipped","Sun Jun 16 06:54:41 GMT 2024","Sun Jun 16 06:54:41 GMT 2024","0","dRep","2-delegation/delegation.drep.spec.ts","","","","2C. Should open wallet connection popup on delegate in disconnected state",""
"skipped","Sun Jun 16 06:54:41 GMT 2024","Sun Jun 16 06:54:41 GMT 2024","0","delegation","2-delegation/delegationFunctionality.delegation.spec.ts","Delegate to others","","","2L. Should copy delegated DRepId",""
"passed","Sun Jun 16 06:50:02 GMT 2024","Sun Jun 16 06:50:12 GMT 2024","10395","mobile","8-proposal-discussion/proposalDiscussion.spec.ts","","","","8S. Should restrict proposal creation on disconnected state",""
"skipped","Sun Jun 16 06:54:41 GMT 2024","Sun Jun 16 06:54:41 GMT 2024","0","loggedin (desktop)","4-proposal-visibility/proposalVisibility.loggedin.spec.ts","","","","4C_2. Should sort Governance Action Type on governance actions page",""
"passed","Sun Jun 16 06:49:55 GMT 2024","Sun Jun 16 06:50:09 GMT 2024","13975","mobile","8-proposal-discussion/proposalDiscussion.spec.ts","","","","8B. Should filter and sort the list of proposed governance actions.",""
"passed","Sun Jun 16 06:49:04 GMT 2024","Sun Jun 16 06:49:15 GMT 2024","10673","independent (desktop)","6-miscellaneous/miscellaneous.spec.ts","","","","6C. Navigation within the dApp",""
"skipped","Sun Jun 16 06:54:41 GMT 2024","Sun Jun 16 06:54:41 GMT 2024","0","loggedin (desktop)","7-proposal-submission/proposalSubmissionVisibility.loggedin.spec.ts","","","","7B. Should access proposal submission page",""
"skipped","Sun Jun 16 06:54:41 GMT 2024","Sun Jun 16 06:54:41 GMT 2024","0","dRep","4-proposal-visibility/proposalVisibility.dRep.spec.ts","Temporary DReps","","","4J. Should include metadata anchor in the vote transaction",""
"skipped","Sun Jun 16 06:54:41 GMT 2024","Sun Jun 16 06:54:41 GMT 2024","1","loggedin (desktop)","2-delegation/delegation.loggedin.spec.ts","","","","2X_2. Should include info button and voting power on the Signal-No-Confidence card",""
"broken","Sun Jun 16 06:47:21 GMT 2024","Sun Jun 16 06:48:52 GMT 2024","91313","auth setup","auth.setup.ts","","","","Create AdaHolder 06 auth",""
"skipped","Sun Jun 16 06:54:41 GMT 2024","Sun Jun 16 06:54:41 GMT 2024","0","loggedin (desktop)","7-proposal-submission/proposalSubmissionVisibility.loggedin.spec.ts","","","","7C. Should list governance action types",""
"skipped","Sun Jun 16 06:54:41 GMT 2024","Sun Jun 16 06:54:41 GMT 2024","1","dRep","2-delegation/delegation.drep.spec.ts","","","","2J. Should search by DRep id",""
"passed","Sun Jun 16 06:48:54 GMT 2024","Sun Jun 16 06:49:18 GMT 2024","23886","independent (desktop)","2-delegation/delegation.spec.ts","","","","2K_2. Should sort DReps",""
"broken","Sun Jun 16 06:47:21 GMT 2024","Sun Jun 16 06:48:52 GMT 2024","91345","auth setup","auth.setup.ts","","","","Create DRep 01 auth",""
"skipped","Sun Jun 16 06:54:41 GMT 2024","Sun Jun 16 06:54:41 GMT 2024","0","loggedin (desktop)","7-proposal-submission/proposalSubmission.loggedin.spec.ts","Edit proposal form","","","7J_1. Should edit review submission in info Proposal form",""
"skipped","Sun Jun 16 06:54:41 GMT 2024","Sun Jun 16 06:54:41 GMT 2024","0","dRep","2-delegation/delegation.drep.spec.ts","Insufficient funds","","","2T. Should show warning message on delegation when insufficient funds",""
"passed","Sun Jun 16 06:49:32 GMT 2024","Sun Jun 16 06:49:40 GMT 2024","7973","mobile","3-drep-registration/dRepRegistration.spec.ts","","","","3C. Should open wallet connection popup on DRep registration in disconnected state",""
"passed","Sun Jun 16 06:49:56 GMT 2024","Sun Jun 16 06:50:08 GMT 2024","11543","mobile","8-proposal-discussion/proposalDiscussion.spec.ts","","","","8C. Should search the list of proposed governance actions.",""
"broken","Sun Jun 16 06:50:00 GMT 2024","Sun Jun 16 06:51:30 GMT 2024","90279","mobile","8-proposal-discussion/proposalDiscussion.spec.ts","Mocked proposal","","","8E. Should share proposed governance action",""
"broken","Sun Jun 16 06:47:21 GMT 2024","Sun Jun 16 06:48:52 GMT 2024","91433","auth setup","auth.setup.ts","","","","Create AdaHolder 02 auth",""
"passed","Sun Jun 16 06:49:30 GMT 2024","Sun Jun 16 06:49:56 GMT 2024","25257","mobile","2-delegation/delegation.spec.ts","","","","2K_1. Should filter DReps",""
"skipped","Sun Jun 16 06:54:41 GMT 2024","Sun Jun 16 06:54:41 GMT 2024","0","delegation","2-delegation/delegationFunctionality.delegation.spec.ts","Delegated ADA visibility","","","2W. Should show my delegated ADA to the DRep",""
"skipped","Sun Jun 16 06:54:41 GMT 2024","Sun Jun 16 06:54:41 GMT 2024","1","dRep","3-drep-registration/editDRep.dRep.spec.ts","","","","3P. Should reject invalid edit dRep metadata",""
"skipped","Sun Jun 16 06:54:41 GMT 2024","Sun Jun 16 06:54:41 GMT 2024","0","dRep","3-drep-registration/dRepRegistration.dRep.spec.ts","Temporary DReps","","","3G. Should show confirmation message with link to view transaction, when DRep registration txn is submitted",""
"skipped","Sun Jun 16 06:54:41 GMT 2024","Sun Jun 16 06:54:41 GMT 2024","0","delegation","2-delegation/delegationFunctionality.delegation.spec.ts","Register DRep state","","","2E. Should register as Direct voter",""
"failed","Sun Jun 16 06:49:05 GMT 2024","Sun Jun 16 06:49:20 GMT 2024","15161","independent (desktop)","6-miscellaneous/miscellaneous.spec.ts","","","","6D. Should open Sanchonet docs in a new tab when clicking `Learn More` on dashboards in disconnected state.",""
