"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Sep 06 10:14:08 GMT 2024","Fri Sep 06 10:14:15 GMT 2024","7117","dRep","2-delegation/delegation.drep.spec.ts","","","","2J. Should search by DRep id",""
"passed","Fri Sep 06 10:07:20 GMT 2024","Fri Sep 06 10:07:27 GMT 2024","7323","mobile","8-proposal-discussion/proposalDiscussion.spec.ts","","","","8H. Should disable proposal interaction on a disconnected state.",""
"passed","Fri Sep 06 10:14:55 GMT 2024","Fri Sep 06 10:15:42 GMT 2024","46597","dRep","3-drep-registration/editDRep.dRep.spec.ts","Validation of edit dRep Form","","","3M_2. Should reject invalid data in edit dRep form",""
"passed","Fri Sep 06 10:17:34 GMT 2024","Fri Sep 06 10:17:42 GMT 2024","7844","delegation","2-delegation/delegationFunctionality.delegation.spec.ts","Delegate to others","","","2L. Should copy delegated DRepId",""
"passed","Fri Sep 06 10:02:39 GMT 2024","Fri Sep 06 10:02:46 GMT 2024","7083","auth setup","auth.setup.ts","","","","Create AdaHolder 02 auth",""
"passed","Fri Sep 06 10:08:01 GMT 2024","Fri Sep 06 10:11:36 GMT 2024","214963","dRep setup","dRep.setup.ts","","","","Setup temporary DRep wallets",""
"passed","Fri Sep 06 10:06:10 GMT 2024","Fri Sep 06 10:06:14 GMT 2024","3875","mobile","7-proposal-submission/proposalSubmission.spec.ts","","","","7A. Should open wallet connection popup, when propose a governance action in disconnected state.",""
"passed","Fri Sep 06 10:03:23 GMT 2024","Fri Sep 06 10:03:27 GMT 2024","3839","independent (desktop)","1-wallet-connect/walletConnect.spec.ts","","","","1E. Should hide incompatible wallets when connecting",""
"passed","Fri Sep 06 10:02:40 GMT 2024","Fri Sep 06 10:02:47 GMT 2024","7538","auth setup","auth.setup.ts","","","","Create AdaHolder 04 auth",""
"passed","Fri Sep 06 10:10:14 GMT 2024","Fri Sep 06 10:10:27 GMT 2024","12712","loggedin (desktop)","4-proposal-visibility/proposalVisibility.loggedin.spec.ts","","","","4M. Should show view-all categorized governance actions",""
"passed","Fri Sep 06 10:13:59 GMT 2024","Fri Sep 06 10:14:32 GMT 2024","32883","dRep","2-delegation/delegation.drep.spec.ts","","","","2N. Should show DRep information on details page",""
"skipped","Fri Sep 06 10:15:29 GMT 2024","Fri Sep 06 10:15:37 GMT 2024","7388","dRep","4-proposal-visibility/proposalVisibility.dRep.spec.ts","Temporary DReps","","","4J. Should include metadata anchor in the vote transaction",""
"passed","Fri Sep 06 10:14:32 GMT 2024","Fri Sep 06 10:15:03 GMT 2024","30335","dRep","3-drep-registration/dRepRegistration.dRep.spec.ts","Temporary DReps","","","3K. Verify DRep behavior in retired state",""
"passed","Fri Sep 06 10:02:46 GMT 2024","Fri Sep 06 10:02:56 GMT 2024","9916","auth setup","auth.setup.ts","","","","Create AdaHolder 06 auth",""
"passed","Fri Sep 06 10:12:26 GMT 2024","Fri Sep 06 10:12:58 GMT 2024","31228","loggedin (desktop)","7-proposal-submission/proposalSubmission.loggedin.spec.ts","Info Proposal Draft","","","7N. Should submit a draft proposal",""
"passed","Fri Sep 06 10:06:20 GMT 2024","Fri Sep 06 10:06:48 GMT 2024","27930","mobile","8-proposal-discussion/proposalDiscussion.spec.ts","Filter and sort proposals","","","8B_1. Should filter the list of proposed governance actions.",""
"passed","Fri Sep 06 10:06:57 GMT 2024","Fri Sep 06 10:07:08 GMT 2024","10898","mobile","8-proposal-discussion/proposalDiscussion.spec.ts","","","","8C. Should search the list of proposed governance actions.",""
"failed","Fri Sep 06 10:09:29 GMT 2024","Fri Sep 06 10:09:39 GMT 2024","10351","loggedin (desktop)","3-drep-registration/dRepRegistration.loggedin.spec.ts","Validation of dRep Registration Form","","","3L_1. Should accept valid metadata anchor on create dRep",""
"passed","Fri Sep 06 10:09:51 GMT 2024","Fri Sep 06 10:10:59 GMT 2024","67509","loggedin (desktop)","4-proposal-visibility/proposalVisibility.loggedin.spec.ts","","","","4C_1. Should filter Governance Action Type on governance actions page",""
"passed","Fri Sep 06 10:02:48 GMT 2024","Fri Sep 06 10:03:03 GMT 2024","15699","auth setup","auth.setup.ts","","","","Create Proposal 03 auth",""
"passed","Fri Sep 06 10:09:47 GMT 2024","Fri Sep 06 10:09:51 GMT 2024","4150","loggedin (desktop)","4-proposal-visibility/proposalVisibility.loggedin.spec.ts","","","","4A_1. Should access Governance Actions page with connecting wallet",""
"passed","Fri Sep 06 10:04:34 GMT 2024","Fri Sep 06 10:04:40 GMT 2024","6136","independent (desktop)","8-proposal-discussion/proposalDiscussion.spec.ts","Mocked proposal","","","8F. Should display all comments with count indication.",""
"passed","Fri Sep 06 10:02:31 GMT 2024","Fri Sep 06 10:02:40 GMT 2024","8613","auth setup","auth.setup.ts","","","","Create DRep 02 auth",""
"passed","Fri Sep 06 10:18:55 GMT 2024","Fri Sep 06 10:19:12 GMT 2024","16785","cleanup delegation","delegation.teardown.ts","","","","Abstain delegation",""
"passed","Fri Sep 06 10:14:07 GMT 2024","Fri Sep 06 10:14:14 GMT 2024","6782","dRep","2-delegation/delegation.drep.spec.ts","","","","2I. Should check validity of DRep Id",""
