"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Wed May 29 07:20:08 GMT 2024","Wed May 29 07:24:39 GMT 2024","270428","delegation","2-delegation/delegationFunctionality.delegation.spec.ts","Delegate to myself","","","2E. Should register as Sole voter",""
"passed","Wed May 29 07:19:09 GMT 2024","Wed May 29 07:19:22 GMT 2024","13249","auth setup","auth.setup.ts","","","","Create AdaHolder 03 auth",""
"passed","Wed May 29 07:19:09 GMT 2024","Wed May 29 07:19:21 GMT 2024","12060","auth setup","auth.setup.ts","","","","Create User 01 auth",""
"passed","Wed May 29 07:20:08 GMT 2024","Wed May 29 07:21:09 GMT 2024","60108","delegation","2-delegation/delegationFunctionality.delegation.spec.ts","Delegate to myself","","","2S. Should retire as a Direct Voter on delegating to another DRep",""
"passed","Wed May 29 07:19:09 GMT 2024","Wed May 29 07:19:22 GMT 2024","12478","auth setup","auth.setup.ts","","","","Create AdaHolder 02 auth",""
"passed","Wed May 29 07:19:09 GMT 2024","Wed May 29 07:19:22 GMT 2024","13185","auth setup","auth.setup.ts","","","","Create AdaHolder 04 auth",""
"passed","Wed May 29 07:19:09 GMT 2024","Wed May 29 07:19:22 GMT 2024","12511","auth setup","auth.setup.ts","","","","Create AdaHolder 05 auth",""
"passed","Wed May 29 07:19:09 GMT 2024","Wed May 29 07:19:22 GMT 2024","13258","auth setup","auth.setup.ts","","","","Create DRep 01 auth",""
"passed","Wed May 29 07:19:09 GMT 2024","Wed May 29 07:20:08 GMT 2024","58975","dRep setup","dRep.setup.ts","","","","Register DRep of static wallets",""
"passed","Wed May 29 07:19:09 GMT 2024","Wed May 29 07:19:47 GMT 2024","37824","wallet bootstrap","wallet.bootstrap.ts","","","","Initialize static wallets",""
"passed","Wed May 29 07:24:39 GMT 2024","Wed May 29 07:24:41 GMT 2024","1721","cleanup delegation","delegation.teardown.ts","","","","Abstain delegation",""
"passed","Wed May 29 07:19:09 GMT 2024","Wed May 29 07:19:22 GMT 2024","12661","auth setup","auth.setup.ts","","","","Create AdaHolder 01 auth",""
