"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Aug 16 06:23:45 GMT 2024","Fri Aug 16 06:24:10 GMT 2024","25180","wallet bootstrap","wallet.bootstrap.ts","","","","Initialize static wallets",""
"passed","Fri Aug 16 06:19:13 GMT 2024","Fri Aug 16 06:19:20 GMT 2024","6890","auth setup","auth.setup.ts","","","","Create DRep 01 auth",""
"passed","Fri Aug 16 06:26:06 GMT 2024","Fri Aug 16 06:26:25 GMT 2024","19798","loggedin (desktop)","6-miscellaneous/miscellaneous.loggedin.spec.ts","Temporary user","","","6K. Should accept valid username.",""
"passed","Fri Aug 16 06:33:16 GMT 2024","Fri Aug 16 06:33:21 GMT 2024","5082","dRep","4-proposal-visibility/proposalVisibility.dRep.spec.ts","Logged in DRep","","","4E. Should display DRep's voting power in governance actions page",""
"passed","Fri Aug 16 06:25:56 GMT 2024","Fri Aug 16 06:26:06 GMT 2024","9736","loggedin (desktop)","6-miscellaneous/miscellaneous.loggedin.spec.ts","Logged in user","","","6E. Should open Sanchonet docs in a new tab when clicking `Learn More` on dashboards in connected state.",""
"skipped","Fri Aug 16 06:35:12 GMT 2024","Fri Aug 16 06:35:12 GMT 2024","361","delegation","2-delegation/delegationFunctionality.delegation.spec.ts","","","","2G. Should delegate to myself",""
"passed","Fri Aug 16 06:24:11 GMT 2024","Fri Aug 16 06:24:14 GMT 2024","2909","loggedin (desktop)","1-wallet-connect/walletConnect.loggedin.spec.ts","","","","1B. Should connect wallet with single stake key",""
"passed","Fri Aug 16 06:24:32 GMT 2024","Fri Aug 16 06:24:34 GMT 2024","2763","loggedin (desktop)","3-drep-registration/dRepRegistration.loggedin.spec.ts","","","","3D. Verify DRep registration form",""
"passed","Fri Aug 16 06:19:27 GMT 2024","Fri Aug 16 06:19:33 GMT 2024","6111","auth setup","auth.setup.ts","","","","Create AdaHolder 06 auth",""
"passed","Fri Aug 16 06:21:28 GMT 2024","Fri Aug 16 06:21:30 GMT 2024","2486","independent (desktop)","8-proposal-discussion/proposalDiscussion.spec.ts","Mocked proposal","","","8I. Should disable poll voting functionality.",""
"passed","Fri Aug 16 06:28:28 GMT 2024","Fri Aug 16 06:29:10 GMT 2024","42386","loggedin (desktop)","7-proposal-submission/proposalSubmission.loggedin.spec.ts","Proposal created logged state > proposed as a governance action > Metadata anchor validation","","","7J_1. Should accept valid metadata anchor on proposal submission",""
"passed","Fri Aug 16 06:30:52 GMT 2024","Fri Aug 16 06:31:38 GMT 2024","46882","loggedin (desktop)","8-proposal-discussion/proposalDiscussion.loggedin.spec.ts","Proposal created with poll enabled (user auth)","","","8T. Should change vote on poll.",""
"passed","Fri Aug 16 06:21:23 GMT 2024","Fri Aug 16 06:21:28 GMT 2024","5267","independent (desktop)","8-proposal-discussion/proposalDiscussion.spec.ts","","","","8S. Should restrict proposal creation on disconnected state",""
"passed","Fri Aug 16 06:20:16 GMT 2024","Fri Aug 16 06:20:21 GMT 2024","5612","independent (desktop)","4-proposal-visibility/proposalVisibility.spec.ts","","","","4B_2. Should restrict voting for users who are not registered as DReps (without wallet connected)",""
"passed","Fri Aug 16 06:25:24 GMT 2024","Fri Aug 16 06:25:38 GMT 2024","13692","loggedin (desktop)","4-proposal-visibility/proposalVisibility.loggedin.spec.ts","","","","4C_3. Should filter and sort Governance Action Type on governance actions page",""
"passed","Fri Aug 16 06:21:47 GMT 2024","Fri Aug 16 06:21:50 GMT 2024","2529","mobile","4-proposal-visibility/proposalVisibility.spec.ts","","","","4A_2. Should access Governance Actions page without connecting wallet",""
"passed","Fri Aug 16 06:22:21 GMT 2024","Fri Aug 16 06:22:27 GMT 2024","5967","mobile","8-proposal-discussion/proposalDiscussion.spec.ts","","","","8A. Should access proposed governance actions in disconnected state",""
"passed","Fri Aug 16 06:26:02 GMT 2024","Fri Aug 16 06:26:09 GMT 2024","6788","loggedin (desktop)","6-miscellaneous/miscellaneous.loggedin.spec.ts","Logged in user","","","6I. Should prompt for a username after clicking on proposal discussion link if username is not set",""
"passed","Fri Aug 16 06:35:12 GMT 2024","Fri Aug 16 06:35:20 GMT 2024","7894","delegation","2-delegation/delegationFunctionality.delegation.spec.ts","Multiple delegations","","","2R. Should display a modal indicating waiting for previous transaction when delegating if the previous transaction is not completed",""
"passed","Fri Aug 16 06:29:10 GMT 2024","Fri Aug 16 06:29:54 GMT 2024","44114","loggedin (desktop)","7-proposal-submission/proposalSubmission.loggedin.spec.ts","Info Proposal Draft","","","7L. Should save proposal as a draft",""
"passed","Fri Aug 16 06:25:47 GMT 2024","Fri Aug 16 06:25:56 GMT 2024","9424","loggedin (desktop)","4-proposal-visibility/proposalVisibility.loggedin.spec.ts","","","","4H. Should verify none of the displayed governance actions have expired",""
"passed","Fri Aug 16 06:34:24 GMT 2024","Fri Aug 16 06:35:18 GMT 2024","53822","delegation","2-delegation/delegationFunctionality.delegation.spec.ts","Delegate to others","","","2A. Should show delegated DRep Id (on Dashboard, and DRep Directory) after delegation",""
"passed","Fri Aug 16 06:36:54 GMT 2024","Fri Aug 16 06:37:23 GMT 2024","28494","cleanup delegation","delegation.teardown.ts","","","","Abstain delegation",""
"passed","Fri Aug 16 06:25:38 GMT 2024","Fri Aug 16 06:25:47 GMT 2024","9267","loggedin (desktop)","4-proposal-visibility/proposalVisibility.loggedin.spec.ts","","","","4L. Should search governance actions",""
