"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Jul 24 02:33:36 GMT 2024","Wed Jul 24 02:33:39 GMT 2024","3432","independent (desktop)","8-proposal-discussion/proposalDiscussion.spec.ts","Mocked proposal","","","8F. Should display all comments with count indication.",""
"passed","Wed Jul 24 02:32:40 GMT 2024","Wed Jul 24 02:32:49 GMT 2024","9093","independent (desktop)","1-wallet-connect/walletConnect.spec.ts","","","","1E. Should hide incompatible wallets when connecting",""
"passed","Wed Jul 24 02:32:41 GMT 2024","Wed Jul 24 02:33:00 GMT 2024","18878","independent (desktop)","2-delegation/delegation.spec.ts","","","","2K_2. Should sort DReps",""
"passed","Wed Jul 24 02:38:50 GMT 2024","Wed Jul 24 02:41:04 GMT 2024","134597","dRep setup","dRep.setup.ts","","","","Register DRep of static wallets",""
"passed","Wed Jul 24 02:46:13 GMT 2024","Wed Jul 24 02:46:24 GMT 2024","10565","dRep","3-drep-registration/editDRep.dRep.spec.ts","Validation of edit dRep Form","","","3N_1. Should accept valid metadata anchor on edit dRep",""
"passed","Wed Jul 24 02:33:11 GMT 2024","Wed Jul 24 02:33:15 GMT 2024","3978","independent (desktop)","7-proposal-submission/proposalSubmission.spec.ts","","","","7A. Should open wallet connection popup, when propose a governance action in disconnected state.",""
"passed","Wed Jul 24 02:46:24 GMT 2024","Wed Jul 24 02:46:31 GMT 2024","6970","dRep","4-proposal-visibility/proposalVisibility.dRep.spec.ts","Logged in DRep","","","4E. Should display DRep's voting power in governance actions page",""
"passed","Wed Jul 24 02:32:49 GMT 2024","Wed Jul 24 02:32:55 GMT 2024","6139","independent (desktop)","3-drep-registration/dRepRegistration.spec.ts","","","","3C. Should open wallet connection popup on DRep registration in disconnected state",""
"passed","Wed Jul 24 02:40:00 GMT 2024","Wed Jul 24 02:40:13 GMT 2024","12895","loggedin (desktop)","4-proposal-visibility/proposalVisibility.loggedin.spec.ts","","","","4C_3. Should filter and sort Governance Action Type on governance actions page",""
"failed","Wed Jul 24 02:41:36 GMT 2024","Wed Jul 24 02:42:12 GMT 2024","35182","loggedin (desktop)","7-proposal-submission/proposalSubmission.loggedin.spec.ts","Proposal created logged state > Review fillup form","","","7I_1. Should valid review submission in info Proposal form",""
"passed","Wed Jul 24 02:32:15 GMT 2024","Wed Jul 24 02:32:39 GMT 2024","23586","auth setup","auth.setup.ts","","","","Create Proposal 04 auth",""
"passed","Wed Jul 24 02:39:43 GMT 2024","Wed Jul 24 02:40:00 GMT 2024","17448","loggedin (desktop)","4-proposal-visibility/proposalVisibility.loggedin.spec.ts","","","","4C_2. Should sort Governance Action Type on governance actions page",""
"passed","Wed Jul 24 02:45:34 GMT 2024","Wed Jul 24 02:45:42 GMT 2024","8460","dRep","2-delegation/delegation.drep.spec.ts","","","","2I. Should check validity of DRep Id",""
"passed","Wed Jul 24 02:34:31 GMT 2024","Wed Jul 24 02:34:42 GMT 2024","10323","mobile","8-proposal-discussion/proposalDiscussion.spec.ts","","","","8D.Should show the view-all categorized proposed governance actions.",""
"passed","Wed Jul 24 02:32:37 GMT 2024","Wed Jul 24 02:32:50 GMT 2024","12149","independent (desktop)","1-wallet-connect/walletConnect.spec.ts","","","","1C. Should disconnect Wallet When connected",""
"passed","Wed Jul 24 02:31:57 GMT 2024","Wed Jul 24 02:32:07 GMT 2024","9775","auth setup","auth.setup.ts","","","","Create User 01 auth",""
"passed","Wed Jul 24 02:41:58 GMT 2024","Wed Jul 24 02:42:27 GMT 2024","29563","loggedin (desktop)","7-proposal-submission/proposalSubmission.loggedin.spec.ts","Proposal created logged state > Verify Proposal form","","","7D_2. Verify treasury proposal form",""
"failed","Wed Jul 24 02:51:11 GMT 2024","Wed Jul 24 02:51:25 GMT 2024","13666","delegation","2-delegation/delegationFunctionality.delegation.spec.ts","Register DRep state","","","2S. Should retire as a Direct Voter on delegating to another DRep",""
"passed","Wed Jul 24 02:32:07 GMT 2024","Wed Jul 24 02:32:15 GMT 2024","7836","auth setup","auth.setup.ts","","","","Create AdaHolder 05 auth",""
"passed","Wed Jul 24 02:34:08 GMT 2024","Wed Jul 24 02:34:14 GMT 2024","5648","mobile","6-miscellaneous/miscellaneous.spec.ts","User Snap > Feedback Tests","","","6Q. Should report an issue",""
"passed","Wed Jul 24 02:33:08 GMT 2024","Wed Jul 24 02:33:17 GMT 2024","8888","independent (desktop)","6-miscellaneous/miscellaneous.spec.ts","User Snap","","","6O. Should verify a bug report form",""
"passed","Wed Jul 24 02:32:07 GMT 2024","Wed Jul 24 02:32:16 GMT 2024","8318","auth setup","auth.setup.ts","","","","Create AdaHolder 04 auth",""
"passed","Wed Jul 24 02:40:42 GMT 2024","Wed Jul 24 02:40:46 GMT 2024","4567","loggedin (desktop)","6-miscellaneous/miscellaneous.loggedin.spec.ts","Logged in user","","","6I. Should prompt for a username after clicking on proposal discussion link if username is not set",""
"broken","Wed Jul 24 02:33:49 GMT 2024","Wed Jul 24 02:35:19 GMT 2024","90419","mobile","4-proposal-visibility/proposalVisibility.spec.ts","","","","4B_2. Should restrict voting for users who are not registered as DReps (without wallet connected)",""
"passed","Wed Jul 24 02:41:03 GMT 2024","Wed Jul 24 02:44:36 GMT 2024","212588","loggedin (desktop)","7-proposal-submission/proposalSubmission.loggedin.spec.ts","Proposal created logged state > Accept valid data","","","7E_2. Should accept valid data in treasury proposal form",""
"skipped","Wed Jul 24 02:46:27 GMT 2024","Wed Jul 24 02:46:32 GMT 2024","5437","dRep","4-proposal-visibility/proposalVisibility.dRep.spec.ts","Temporary DReps","","","4J. Should include metadata anchor in the vote transaction",""
"failed","Wed Jul 24 02:43:23 GMT 2024","Wed Jul 24 02:44:26 GMT 2024","63378","loggedin (desktop)","7-proposal-submission/proposalSubmission.loggedin.spec.ts","Info Proposal Draft","","","7M_1. Should edit a info proposal draft",""
"broken","Wed Jul 24 02:46:37 GMT 2024","Wed Jul 24 02:48:07 GMT 2024","90587","dRep","5-proposal-functionality/proposalFunctionality.dRep.spec.ts","Proposal checks > Validate provide context about vote","","","5D_1. Should accept valid data in provide context",""
"passed","Wed Jul 24 02:39:18 GMT 2024","Wed Jul 24 02:39:24 GMT 2024","5627","loggedin (desktop)","3-drep-registration/dRepRegistration.loggedin.spec.ts","Validation of dRep Registration Form","","","3L_2. Should reject invalid dRep metadata anchor on create dRep",""
