"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri May 24 09:58:35 GMT 2024","Fri May 24 09:59:13 GMT 2024","38504","wallet bootstrap","wallet.bootstrap.ts","","","","Register stake of static wallet: addr_test1qpxtzs74qqmg8zdjzq4tqezl2umfa0xzqyrdr58p3ysds4r6ud3ydft0wamx5muqq86exln5mkew6uwzh9en69vuempqrvuyc8",""
"passed","Fri May 24 09:57:01 GMT 2024","Fri May 24 09:57:15 GMT 2024","14696","loggedin (desktop)","2-delegation/delegation.loggedin.spec.ts","","","","2D. Should show delegation options in connected state",""
"passed","Fri May 24 09:56:06 GMT 2024","Fri May 24 09:56:19 GMT 2024","13178","independent (desktop)","7-proposal-submission/proposalSubmission.spec.ts","","","","7A. Should open wallet connection popup, when propose a governance action in disconnected state.",""
"broken","Fri May 24 10:02:27 GMT 2024","Fri May 24 10:14:57 GMT 2024","750406","dRep","3-drep-registration/dRepRegistration.dRep.spec.ts","Temporary DReps","","","3J. Verify DRep behavior in retired state",""
"passed","Fri May 24 09:57:00 GMT 2024","Fri May 24 09:57:22 GMT 2024","21666","dRep setup","dRep.setup.ts","","","","Register DRep of wallet: addr_test1qrj9456fseglzg8zuvnrtllw6zdymdwcrjuxnulavq8px0mlkry7a42almuskp9pwdskf7xm437d5rxxwwyku04t3qzqe4q3e8",""
"passed","Fri May 24 09:55:46 GMT 2024","Fri May 24 09:56:03 GMT 2024","17396","auth setup","auth.setup.ts","","","","Create AdaHolder 03 auth",""
"broken","Fri May 24 10:02:55 GMT 2024","Fri May 24 10:03:26 GMT 2024","30370","dRep","5-proposal-functionality/proposalFunctionality.dRep.spec.ts","Proposal checks","","","5C. Should show required field in proposal voting on registered as DRep",""
"passed","Fri May 24 09:55:46 GMT 2024","Fri May 24 09:56:03 GMT 2024","17247","auth setup","auth.setup.ts","","","","Create AdaHolder 01 auth",""
"passed","Fri May 24 09:57:42 GMT 2024","Fri May 24 09:57:54 GMT 2024","11704","loggedin (desktop)","7-proposal-submission/proposalSubmissionVisibility.loggedin.spec.ts","","","","7B. Should access proposal submission page",""
"broken","Fri May 24 10:03:43 GMT 2024","Fri May 24 10:12:14 GMT 2024","510524","dRep","5-proposal-functionality/proposalFunctionality.dRep.spec.ts","Perform voting","","","5I. Should view the vote details,when viewing governance action already voted by the DRep",""
"passed","Fri May 24 10:02:10 GMT 2024","Fri May 24 10:02:29 GMT 2024","18903","dRep","2-delegation/delegation.drep.spec.ts","","","","2I. Should check validity of DRep Id",""
"passed","Fri May 24 09:56:21 GMT 2024","Fri May 24 09:56:34 GMT 2024","12208","mobile","3-drep-registration/dRepRegistration.spec.ts","","","","3C. Should open wallet connection popup on DRep registration in disconnected state",""
"passed","Fri May 24 09:55:46 GMT 2024","Fri May 24 09:56:15 GMT 2024","28756","faucet setup","faucet.setup.ts","","","","Fund faucet wallet",""
"passed","Fri May 24 09:57:01 GMT 2024","Fri May 24 09:57:16 GMT 2024","14953","loggedin (desktop)","2-delegation/delegation.loggedin.spec.ts","","","","2B. Should access DRep Directory page",""
"passed","Fri May 24 10:05:31 GMT 2024","Fri May 24 10:06:09 GMT 2024","38398","delegation","2-delegation/delegationFunctionality.delegation.spec.ts","Delegate to others","","","2A. Should show delegated DRep Id (on Dashboard, and DRep Directory) after delegation",""
"passed","Fri May 24 10:00:40 GMT 2024","Fri May 24 10:01:04 GMT 2024","24468","wallet bootstrap","wallet.bootstrap.ts","","","","Register stake of static wallet: addr_test1qqfl8lxpt80s9vrd4flw302vh4rktl098agxnpgf2nk9jzenk6jzgcnwlh9fxmak7xtu7tlw59ng2rlvf3kan9d65faqmry335",""
"passed","Fri May 24 09:57:24 GMT 2024","Fri May 24 09:57:40 GMT 2024","15467","loggedin (desktop)","4-proposal-visibility/proposalVisibility.loggedin.spec.ts","","","","4H. Should verify none of the displayed governance actions have expired",""
"broken","Fri May 24 10:02:10 GMT 2024","Fri May 24 10:10:42 GMT 2024","511551","dRep","2-delegation/delegation.drep.spec.ts","","","","2N. Should show DRep information on details page",""
"passed","Fri May 24 09:57:34 GMT 2024","Fri May 24 09:58:12 GMT 2024","37777","loggedin (desktop)","7-proposal-submission/proposalSubmission.loggedin.spec.ts","Accept valid data","","","7E.1 Should accept valid data in info proposal form",""
"passed","Fri May 24 09:57:01 GMT 2024","Fri May 24 09:58:35 GMT 2024","94368","wallet bootstrap","wallet.bootstrap.ts","","","","Fund static wallets",""
"passed","Fri May 24 09:55:46 GMT 2024","Fri May 24 09:56:04 GMT 2024","18035","auth setup","auth.setup.ts","","","","Create AdaHolder 02 auth",""
"failed","Fri May 24 10:06:52 GMT 2024","Fri May 24 10:09:08 GMT 2024","136312","delegation","2-delegation/delegationFunctionality.delegation.spec.ts","Delegate to myself","","","2E. Should register as Sole voter",""
"skipped","Fri May 24 10:02:10 GMT 2024","Fri May 24 10:02:13 GMT 2024","3665","dRep","2-delegation/delegation.drep.spec.ts","","","","2Q. Should include DRep status and voting power on the DRep card",""
"passed","Fri May 24 10:02:10 GMT 2024","Fri May 24 10:02:26 GMT 2024","16774","dRep","2-delegation/delegation.drep.spec.ts","","","","2L. Should copy DRepId",""
"passed","Fri May 24 10:02:29 GMT 2024","Fri May 24 10:02:38 GMT 2024","8619","dRep","4-proposal-visibility/proposalVisibility.dRep.spec.ts","Logged in DRep","","","4E. Should display DRep's voting power in governance actions page",""
"broken","Fri May 24 09:57:15 GMT 2024","Fri May 24 09:57:46 GMT 2024","31047","loggedin (desktop)","4-proposal-visibility/proposalVisibility.loggedin.spec.ts","","","","4B.1: Should restrict voting for users who are not registered as DReps (with wallet connected)",""
"passed","Fri May 24 09:57:38 GMT 2024","Fri May 24 09:58:17 GMT 2024","38811","loggedin (desktop)","7-proposal-submission/proposalSubmission.loggedin.spec.ts","Accept valid data","","","7E.2 Should accept valid data in treasury proposal form",""
"broken","Fri May 24 09:56:05 GMT 2024","Fri May 24 09:56:36 GMT 2024","30975","independent (desktop)","6-miscellaneous/miscellaneous.spec.ts","","","","6C. Navigation within the dApp",""
"failed","Fri May 24 09:57:40 GMT 2024","Fri May 24 09:57:52 GMT 2024","11354","loggedin (desktop)","7-proposal-submission/proposalSubmission.loggedin.spec.ts","Reject invalid  data","","","7F.2 Should reject invalid data in treasury Proposal form",""
"passed","Fri May 24 10:01:31 GMT 2024","Fri May 24 10:02:03 GMT 2024","32133","wallet bootstrap","wallet.bootstrap.ts","","","","Register stake of static wallet: addr_test1qrj9456fseglzg8zuvnrtllw6zdymdwcrjuxnulavq8px0mlkry7a42almuskp9pwdskf7xm437d5rxxwwyku04t3qzqe4q3e8",""
"broken","Fri May 24 09:56:06 GMT 2024","Fri May 24 09:56:37 GMT 2024","31166","independent (desktop)","4-proposal-visibility/proposalVisibility.spec.ts","","","","4B.2: Should restrict voting for users who are not registered as DReps (without wallet connected)",""
"passed","Fri May 24 10:14:58 GMT 2024","Fri May 24 10:15:54 GMT 2024","56522","cleanup delegation","delegation.teardown.ts","","","","Abstain delegation",""
"failed","Fri May 24 09:57:43 GMT 2024","Fri May 24 09:57:55 GMT 2024","12454","loggedin (desktop)","7-proposal-submission/proposalSubmission.loggedin.spec.ts","Reject invalid  data","","","7F.1 Should reject invalid data in info Proposal form",""
"passed","Fri May 24 09:59:52 GMT 2024","Fri May 24 10:00:40 GMT 2024","47601","wallet bootstrap","wallet.bootstrap.ts","","","","Register stake of static wallet: addr_test1qqygynrgq39425aqlks430pzl6v46py7fxt8na6z368hndus3wuwg55anpxaaxhl9emfyn68mzd70yml4jnr5c99zctqmf3f57",""
"broken","Fri May 24 10:03:42 GMT 2024","Fri May 24 10:12:13 GMT 2024","510550","dRep","5-proposal-functionality/proposalFunctionality.dRep.spec.ts","Perform voting","","","5F. Should show notification of casted vote after vote",""
"passed","Fri May 24 09:56:05 GMT 2024","Fri May 24 09:56:20 GMT 2024","14657","independent (desktop)","4-proposal-visibility/proposalVisibility.spec.ts","","","","4A.2: Should access Governance Actions page without connecting wallet",""
"broken","Fri May 24 09:57:18 GMT 2024","Fri May 24 09:58:48 GMT 2024","90381","loggedin (desktop)","4-proposal-visibility/proposalVisibility.loggedin.spec.ts","","","","4D: Should filter and sort Governance Action Type on governance actions page",""
