"BROKEN","EPIC","FAILED","FEATURE","PASSED","SKIPPED","STORY","UNKNOWN"
"0","2. Delegation","1","","8","0","","0"
"0","8. Proposal Discussion Forum","0","","9","0","","0"
"0","Setup","0","","16","0","Authentication","0"
"0","1. Wallet connect","0","","4","0","","0"
"0","6. Miscellaneous","0","","10","0","","0"
"0","4. Proposal visibility","0","","3","0","","0"
"0","5. Proposal functionality","0","","2","0","","0"
"0","Setup","0","","1","0","Faucet","0"
"0","7. Proposal submission","2","","1","0","","0"
"0","6. Miscellaneous","1","","1","0","6A. Should be accessible from mobile","0"
"0","3. DRep registration","0","","1","0","","0"
