"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Wed May 15 07:42:42 GMT 2024","Wed May 15 07:43:13 GMT 2024","31208","loggedin (desktop)","3-drep-registration/dRepRegistration.loggedin.spec.ts","","","","3F. Should create proper DRep registration request, when registered with data",""
"broken","Wed May 15 07:45:26 GMT 2024","Wed May 15 07:45:57 GMT 2024","30675","dRep","5-proposal-functionality/proposalFunctionality.dRep.spec.ts","Proposal checks","","","5C. Should show required field in proposal voting on registered as DRep",""
"failed","Wed May 15 07:41:47 GMT 2024","Wed May 15 07:42:04 GMT 2024","17000","independent (mobile)","1-wallet-connect/walletConnect.spec.ts","","","","1E. Should hide incompatible wallets when connecting",""
"broken","Wed May 15 07:43:19 GMT 2024","Wed May 15 07:43:50 GMT 2024","31022","loggedin (mobile)","3-drep-registration/dRepRegistration.loggedin.spec.ts","","","","3D.Verify DRep registration functionality with Wallet Connected State State",""
"skipped","Wed May 15 07:46:22 GMT 2024","Wed May 15 07:46:22 GMT 2024","429","delegation","2-delegation/delegation.delegation.spec.ts","Delegate to myself","","","2E. Should register as SoleVoter",""
"passed","Wed May 15 07:41:24 GMT 2024","Wed May 15 07:41:45 GMT 2024","21077","auth setup","auth.setup.ts","","","","Create AdaHolder 01 auth",""
"skipped","Wed May 15 07:43:13 GMT 2024","Wed May 15 07:43:16 GMT 2024","2361","loggedin (mobile)","2-delegation/delegation.loggedin.spec.ts","","","","2I. Should check validity of DRep Id",""
"skipped","Wed May 15 07:43:07 GMT 2024","Wed May 15 07:43:08 GMT 2024","1050","loggedin (desktop)","6-miscellaneous/miscellaneous.loggedin.spec.ts","","","","6B. Provides error for invalid format",""
"broken","Wed May 15 07:45:50 GMT 2024","Wed May 15 07:46:21 GMT 2024","30559","dRep","5-proposal-functionality/proposalFunctionality.dRep.spec.ts","Proposal checks","","","5H. Should open a new tab, when external URL is opened",""
"passed","Wed May 15 07:43:18 GMT 2024","Wed May 15 07:43:30 GMT 2024","11615","loggedin (mobile)","3-drep-registration/dRepRegistration.loggedin.spec.ts","","","","3B. Should access DRep registration page",""
"failed","Wed May 15 07:43:21 GMT 2024","Wed May 15 07:43:37 GMT 2024","15885","loggedin (mobile)","4-proposal-visibility/proposalVisibility.loggedin.spec.ts","","","","4A.1: Should access Governance Actions page with connecting wallet",""
"passed","Wed May 15 07:43:11 GMT 2024","Wed May 15 07:43:23 GMT 2024","11503","loggedin (mobile)","1-wallet-connect/walletConnect.loggedin.spec.ts","","","","1B: Should connect wallet with single stake key",""
"skipped","Wed May 15 07:42:36 GMT 2024","Wed May 15 07:42:39 GMT 2024","3487","loggedin (desktop)","2-delegation/delegation.loggedin.spec.ts","","","","2I. Should check validity of DRep Id",""
"skipped","Wed May 15 07:41:47 GMT 2024","Wed May 15 07:41:51 GMT 2024","3114","independent (mobile)","2-delegation/delegation.delegation.spec.ts","Delegate to others","","","2A. Should show delegated DRep Id on dashboard after delegation",""
"passed","Wed May 15 07:41:24 GMT 2024","Wed May 15 07:41:44 GMT 2024","19936","independent (desktop)","3-drep-registration/dRepRegistration.spec.ts","","","","3C. Should open wallet connection popup, when Register as DRep from wallet unconnected state",""
"broken","Wed May 15 07:43:38 GMT 2024","Wed May 15 07:45:08 GMT 2024","90612","loggedin (mobile)","4-proposal-visibility/proposalVisibility.loggedin.spec.ts","","","","4D: Should filter and sort Governance Action Type on governance actions page",""
"broken","Wed May 15 07:45:25 GMT 2024","Wed May 15 07:45:56 GMT 2024","30322","dRep","5-proposal-functionality/proposalFunctionality.dRep.spec.ts","Proposal checks","","","5B. Should view Vote button on governance action item on registered as DRep",""
