"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Jul 02 07:41:51 GMT 2024","Tue Jul 02 07:41:59 GMT 2024","7650","loggedin (desktop)","7-proposal-submission/proposalSubmission.loggedin.spec.ts","","","","7L. Should reject invalid proposal metadata",""
"passed","Tue Jul 02 07:44:02 GMT 2024","Tue Jul 02 07:44:42 GMT 2024","39678","dRep","5-proposal-functionality/proposalFunctionality.dRep.spec.ts","Perform voting","","","5I. Should view the vote details,when viewing governance action already voted by the DRep",""
"passed","Tue Jul 02 07:40:43 GMT 2024","Tue Jul 02 07:40:51 GMT 2024","8530","loggedin (desktop)","4-proposal-visibility/proposalVisibility.loggedin.spec.ts","","","","4L. Should search governance actions",""
"passed","Tue Jul 02 07:38:34 GMT 2024","Tue Jul 02 07:38:40 GMT 2024","5813","independent (desktop)","7-proposal-submission/proposalSubmission.spec.ts","","","","7A. Should open wallet connection popup, when propose a governance action in disconnected state.",""
"passed","Tue Jul 02 07:44:02 GMT 2024","Tue Jul 02 07:44:37 GMT 2024","34938","dRep","5-proposal-functionality/proposalFunctionality.dRep.spec.ts","Perform voting","","","5F. Should show notification of casted vote after vote",""
"passed","Tue Jul 02 07:41:44 GMT 2024","Tue Jul 02 07:41:48 GMT 2024","4593","loggedin (desktop)","7-proposal-submission/proposalSubmission.loggedin.spec.ts","Review fillup form","","","7I_1. Should valid review submission in info Proposal form",""
"passed","Tue Jul 02 07:42:57 GMT 2024","Tue Jul 02 07:43:02 GMT 2024","5066","dRep","2-delegation/delegation.drep.spec.ts","","","","2I. Should check validity of DRep Id",""
"passed","Tue Jul 02 07:41:01 GMT 2024","Tue Jul 02 07:41:06 GMT 2024","4217","loggedin (desktop)","6-miscellaneous/miscellaneous.loggedin.spec.ts","Logged in user","","","6G. Should restrict edit dRep for non dRep",""
"passed","Tue Jul 02 07:38:48 GMT 2024","Tue Jul 02 07:38:55 GMT 2024","7797","independent (desktop)","8-proposal-discussion/proposalDiscussion.spec.ts","","","","8S. Should restrict proposal creation on disconnected state",""
"passed","Tue Jul 02 07:44:51 GMT 2024","Tue Jul 02 07:44:59 GMT 2024","8140","delegation","2-delegation/delegationFunctionality.delegation.spec.ts","Multiple delegations","","","2R. Should display a modal indicating waiting for previous transaction when delegating if the previous transaction is not completed",""
"failed","Tue Jul 02 07:42:11 GMT 2024","Tue Jul 02 07:42:11 GMT 2024","568","loggedin (desktop)","8-proposal-discussion/proposalDiscussion.loggedin.spec.ts","Proposal created logged in state","","","8J. Should sort the proposed governance action comments.",""
"passed","Tue Jul 02 07:38:55 GMT 2024","Tue Jul 02 07:38:59 GMT 2024","3509","independent (desktop)","8-proposal-discussion/proposalDiscussion.spec.ts","Mocked proposal","","","8I. Should disable poll voting functionality.",""
"passed","Tue Jul 02 07:39:00 GMT 2024","Tue Jul 02 07:39:17 GMT 2024","17177","mobile","2-delegation/delegation.spec.ts","","","","2O. Should load more DReps on show more",""
"passed","Tue Jul 02 07:38:34 GMT 2024","Tue Jul 02 07:38:42 GMT 2024","7854","independent (desktop)","6-miscellaneous/miscellaneous.spec.ts","","","","6D. Should open Sanchonet docs in a new tab when clicking `Learn More` on dashboards in disconnected state.",""
"failed","Tue Jul 02 07:38:55 GMT 2024","Tue Jul 02 07:39:00 GMT 2024","4378","independent (desktop)","8-proposal-discussion/proposalDiscussion.spec.ts","Mocked proposal","","","8F. Should display all comments with count indication.",""
"passed","Tue Jul 02 07:39:42 GMT 2024","Tue Jul 02 07:39:54 GMT 2024","11753","wallet bootstrap","wallet.bootstrap.ts","","","","Initialize static wallets",""
"passed","Tue Jul 02 07:39:26 GMT 2024","Tue Jul 02 07:39:35 GMT 2024","9437","mobile","8-proposal-discussion/proposalDiscussion.spec.ts","Mocked proposal","","","8E. Should share proposed governance action",""
"passed","Tue Jul 02 07:41:48 GMT 2024","Tue Jul 02 07:41:54 GMT 2024","5745","loggedin (desktop)","7-proposal-submission/proposalSubmission.loggedin.spec.ts","Review fillup form","","","7I_2. Should valid review submission in treasury Proposal form",""
"passed","Tue Jul 02 07:40:51 GMT 2024","Tue Jul 02 07:41:00 GMT 2024","8454","loggedin (desktop)","4-proposal-visibility/proposalVisibility.loggedin.spec.ts","","","","4H. Should verify none of the displayed governance actions have expired",""
"passed","Tue Jul 02 07:41:56 GMT 2024","Tue Jul 02 07:42:07 GMT 2024","10485","loggedin (desktop)","7-proposal-submission/proposalSubmission.loggedin.spec.ts","","","","7K_1. Should accept valid metadata anchor on proposal submission",""
"passed","Tue Jul 02 07:42:46 GMT 2024","Tue Jul 02 07:43:17 GMT 2024","30847","dRep","2-delegation/delegation.drep.spec.ts","","","","2N. Should show DRep information on details page",""
"passed","Tue Jul 02 07:43:38 GMT 2024","Tue Jul 02 07:43:44 GMT 2024","6375","dRep","4-proposal-visibility/proposalVisibility.dRep.spec.ts","Logged in DRep","","","4E. Should display DRep's voting power in governance actions page",""
"passed","Tue Jul 02 07:41:00 GMT 2024","Tue Jul 02 07:41:12 GMT 2024","12178","loggedin (desktop)","6-miscellaneous/miscellaneous.loggedin.spec.ts","Logged in user","","","6F. Should open sanchonet docs in a new tab when clicking `info` button of abstain and signal-no-confidence card",""
"failed","Tue Jul 02 07:41:28 GMT 2024","Tue Jul 02 07:41:33 GMT 2024","4479","loggedin (desktop)","7-proposal-submission/proposalSubmission.loggedin.spec.ts","Reject invalid  data","","","7F_1. Should reject invalid data in info Proposal form",""
"passed","Tue Jul 02 07:40:22 GMT 2024","Tue Jul 02 07:40:27 GMT 2024","5222","loggedin (desktop)","4-proposal-visibility/proposalVisibility.loggedin.spec.ts","","","","4B_1. Should restrict voting for users who are not registered as DReps (with wallet connected)",""
"passed","Tue Jul 02 07:41:43 GMT 2024","Tue Jul 02 07:41:50 GMT 2024","7005","loggedin (desktop)","7-proposal-submission/proposalSubmission.loggedin.spec.ts","Proposal submission check","","","7G_2. Should open wallet connection popup, when registered with proper treasury data",""
"passed","Tue Jul 02 07:38:08 GMT 2024","Tue Jul 02 07:38:15 GMT 2024","7054","auth setup","auth.setup.ts","","","","Create AdaHolder 05 auth",""
"passed","Tue Jul 02 07:43:51 GMT 2024","Tue Jul 02 07:44:04 GMT 2024","12768","dRep","5-proposal-functionality/proposalFunctionality.dRep.spec.ts","Bad Proposals","","","5H. Should open a new tab in Bad governance action proposal, when external URL is opened",""
"passed","Tue Jul 02 07:40:17 GMT 2024","Tue Jul 02 07:40:23 GMT 2024","6238","loggedin (desktop)","3-drep-registration/dRepRegistration.loggedin.spec.ts","","","","3F. Should create proper DRep registration request, when registered with data",""
"passed","Tue Jul 02 07:40:52 GMT 2024","Tue Jul 02 07:40:55 GMT 2024","2724","loggedin (desktop)","5-proposal-functionality/proposalFunctionality.loggedin.spec.ts","","","","5J. Should hide retirement option for non-registered DRep",""
"passed","Tue Jul 02 07:39:56 GMT 2024","Tue Jul 02 07:40:01 GMT 2024","4533","loggedin (desktop)","3-drep-registration/dRepRegistration.loggedin.spec.ts","","","","3D. Verify DRep registration form",""
"passed","Tue Jul 02 07:38:00 GMT 2024","Tue Jul 02 07:38:08 GMT 2024","7978","auth setup","auth.setup.ts","","","","Create DRep 01 auth",""
"passed","Tue Jul 02 07:39:15 GMT 2024","Tue Jul 02 07:39:22 GMT 2024","7718","mobile","6-miscellaneous/miscellaneous.spec.ts","","","","6D. Should open Sanchonet docs in a new tab when clicking `Learn More` on dashboards in disconnected state.",""
