"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Jul 24 04:17:27 GMT 2024","Wed Jul 24 04:18:09 GMT 2024","42024","loggedin (desktop)","8-proposal-discussion/proposalDiscussion.loggedin.spec.ts","Proposal created with poll enabled (proposal auth)","","","8P. Should add poll on own proposal",""
"passed","Wed Jul 24 04:24:06 GMT 2024","Wed Jul 24 04:24:14 GMT 2024","8131","delegation","2-delegation/delegationFunctionality.delegation.spec.ts","Multiple delegations","","","2R. Should display a modal indicating waiting for previous transaction when delegating if the previous transaction is not completed",""
"passed","Wed Jul 24 04:19:04 GMT 2024","Wed Jul 24 04:19:14 GMT 2024","10498","dRep","3-drep-registration/editDRep.dRep.spec.ts","Validation of edit dRep Form","","","3N_1. Should accept valid metadata anchor on edit dRep",""
"passed","Wed Jul 24 04:12:26 GMT 2024","Wed Jul 24 04:12:34 GMT 2024","7893","loggedin (desktop)","3-drep-registration/dRepRegistration.loggedin.spec.ts","Validation of dRep Registration Form","","","3L_1. Should accept valid metadata anchor on create dRep",""
"passed","Wed Jul 24 04:07:32 GMT 2024","Wed Jul 24 04:07:43 GMT 2024","11067","mobile","8-proposal-discussion/proposalDiscussion.spec.ts","Filter and sort proposals","","","8B_2. Should sort the list of proposed governance actions.",""
"passed","Wed Jul 24 04:22:35 GMT 2024","Wed Jul 24 04:22:41 GMT 2024","5774","delegation","2-delegation/delegationFunctionality.delegation.spec.ts","Delegate to others","","","2L. Should copy delegated DRepId",""
"passed","Wed Jul 24 04:20:53 GMT 2024","Wed Jul 24 04:20:59 GMT 2024","5707","dRep","5-proposal-functionality/proposalFunctionality.dRep.spec.ts","Bad Proposals","","","5G. Should show warning in bad governance action proposal to the users to visit the site at their own risk, when external url is opened",""
"broken","Wed Jul 24 04:12:38 GMT 2024","Wed Jul 24 04:14:09 GMT 2024","91240","loggedin (desktop)","4-proposal-visibility/proposalVisibility.loggedin.spec.ts","","","","4B_1. Should restrict voting for users who are not registered as DReps (with wallet connected)",""
"passed","Wed Jul 24 04:05:56 GMT 2024","Wed Jul 24 04:06:03 GMT 2024","7325","independent (desktop)","4-proposal-visibility/proposalVisibility.spec.ts","","","","4A_2. Should access Governance Actions page without connecting wallet",""
"passed","Wed Jul 24 04:18:15 GMT 2024","Wed Jul 24 04:18:24 GMT 2024","8716","dRep","2-delegation/delegation.drep.spec.ts","","","","2P. Should enable sharing of DRep details",""
"passed","Wed Jul 24 04:13:07 GMT 2024","Wed Jul 24 04:13:16 GMT 2024","8592","loggedin (desktop)","4-proposal-visibility/proposalVisibility.loggedin.spec.ts","","","","4H. Should verify none of the displayed governance actions have expired",""
"passed","Wed Jul 24 04:07:17 GMT 2024","Wed Jul 24 04:07:22 GMT 2024","5577","mobile","6-miscellaneous/miscellaneous.spec.ts","User Snap","","","6P. Should verify feature form",""
"broken","Wed Jul 24 04:05:58 GMT 2024","Wed Jul 24 04:07:29 GMT 2024","90986","independent (desktop)","4-proposal-visibility/proposalVisibility.spec.ts","","","","4B_2. Should restrict voting for users who are not registered as DReps (without wallet connected)",""
"failed","Wed Jul 24 04:16:14 GMT 2024","Wed Jul 24 04:17:19 GMT 2024","64194","loggedin (desktop)","7-proposal-submission/proposalSubmission.loggedin.spec.ts","Info Proposal Draft","","","7N. Should submit a draft proposal",""
"passed","Wed Jul 24 04:17:24 GMT 2024","Wed Jul 24 04:18:12 GMT 2024","47998","loggedin (desktop)","8-proposal-discussion/proposalDiscussion.loggedin.spec.ts","Proposal created with poll enabled (user auth)","","","8T. Should change vote on poll.",""
"passed","Wed Jul 24 04:18:24 GMT 2024","Wed Jul 24 04:18:31 GMT 2024","7771","dRep","2-delegation/delegation.drep.spec.ts","","","","2I. Should check validity of DRep Id",""
"passed","Wed Jul 24 04:12:04 GMT 2024","Wed Jul 24 04:12:08 GMT 2024","3366","loggedin (desktop)","2-delegation/delegation.loggedin.spec.ts","","","","2X_1. Should include info button and voting power on the Abstain card",""
"passed","Wed Jul 24 04:06:45 GMT 2024","Wed Jul 24 04:06:49 GMT 2024","3817","independent (desktop)","8-proposal-discussion/proposalDiscussion.spec.ts","Mocked proposal","","","8F. Should display all comments with count indication.",""
"passed","Wed Jul 24 04:13:12 GMT 2024","Wed Jul 24 04:13:15 GMT 2024","2567","loggedin (desktop)","5-proposal-functionality/proposalFunctionality.loggedin.spec.ts","","","","5J. Should hide retirement option for non-registered DRep",""
"failed","Wed Jul 24 04:21:56 GMT 2024","Wed Jul 24 04:22:06 GMT 2024","9561","dRep","6-miscellaneous/miscellaneous.dRep.spec.ts","","","","6H. Should restrict dRep registration for dRep",""
"failed","Wed Jul 24 04:23:52 GMT 2024","Wed Jul 24 04:24:06 GMT 2024","13478","delegation","2-delegation/delegationFunctionality.delegation.spec.ts","Register DRep state","","","2S. Should retire as a Direct Voter on delegating to another DRep",""
"passed","Wed Jul 24 04:12:33 GMT 2024","Wed Jul 24 04:12:38 GMT 2024","4258","loggedin (desktop)","3-drep-registration/dRepRegistration.loggedin.spec.ts","","","","3O. Should reject invalid dRep registration metadata",""
"passed","Wed Jul 24 04:12:04 GMT 2024","Wed Jul 24 04:12:07 GMT 2024","3265","loggedin (desktop)","2-delegation/delegation.loggedin.spec.ts","","","","2D. Should show delegation options in connected state",""
"broken","Wed Jul 24 04:06:57 GMT 2024","Wed Jul 24 04:08:28 GMT 2024","90686","mobile","4-proposal-visibility/proposalVisibility.spec.ts","","","","4B_2. Should restrict voting for users who are not registered as DReps (without wallet connected)",""
"passed","Wed Jul 24 04:06:04 GMT 2024","Wed Jul 24 04:06:13 GMT 2024","8807","independent (desktop)","6-miscellaneous/miscellaneous.spec.ts","","","","6C. Navigation within the dApp",""
"failed","Wed Jul 24 04:12:30 GMT 2024","Wed Jul 24 04:12:40 GMT 2024","10264","loggedin (desktop)","3-drep-registration/dRepRegistration.loggedin.spec.ts","","","","3F. Should create proper DRep registration request, when registered with data",""
"passed","Wed Jul 24 04:05:13 GMT 2024","Wed Jul 24 04:05:21 GMT 2024","8248","auth setup","auth.setup.ts","","","","Create AdaHolder 05 auth",""
"passed","Wed Jul 24 04:17:22 GMT 2024","Wed Jul 24 04:18:11 GMT 2024","49023","loggedin (desktop)","8-proposal-discussion/proposalDiscussion.loggedin.spec.ts","Proposal created with poll enabled (user auth)","","","8Q. Should vote on poll.",""
"passed","Wed Jul 24 04:18:15 GMT 2024","Wed Jul 24 04:18:25 GMT 2024","9606","dRep","2-delegation/delegation.drep.spec.ts","","","","2C. Should open wallet connection popup on delegate in disconnected state",""
"passed","Wed Jul 24 04:06:17 GMT 2024","Wed Jul 24 04:06:22 GMT 2024","5303","independent (desktop)","7-proposal-submission/proposalSubmission.spec.ts","","","","7A. Should open wallet connection popup, when propose a governance action in disconnected state.",""
"passed","Wed Jul 24 04:05:38 GMT 2024","Wed Jul 24 04:05:54 GMT 2024","15423","faucet setup","faucet.setup.ts","","","","Faucet setup",""
"passed","Wed Jul 24 04:05:14 GMT 2024","Wed Jul 24 04:05:36 GMT 2024","22516","auth setup","auth.setup.ts","","","","Create Proposal 03 auth",""
"passed","Wed Jul 24 04:19:06 GMT 2024","Wed Jul 24 04:19:17 GMT 2024","10890","dRep","3-drep-registration/editDRep.dRep.spec.ts","Validation of edit dRep Form","","","3N_2. Should reject invalid dRep metadata anchor on edit dRep",""
"passed","Wed Jul 24 04:06:55 GMT 2024","Wed Jul 24 04:06:59 GMT 2024","3885","mobile","3-drep-registration/dRepRegistration.spec.ts","","","","3C. Should open wallet connection popup on DRep registration in disconnected state",""
"passed","Wed Jul 24 04:05:36 GMT 2024","Wed Jul 24 04:05:57 GMT 2024","20862","auth setup","auth.setup.ts","","","","Create Proposal 07 auth",""
"passed","Wed Jul 24 04:05:45 GMT 2024","Wed Jul 24 04:05:50 GMT 2024","5649","independent (desktop)","1-wallet-connect/walletConnect.spec.ts","","","","1E. Should hide incompatible wallets when connecting",""
