"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Jul 02 08:53:05 GMT 2024","Tue Jul 02 08:53:11 GMT 2024","6285","auth setup","auth.setup.ts","","","","Create AdaHolder 04 auth",""
"skipped","Tue Jul 02 08:57:56 GMT 2024","Tue Jul 02 08:57:56 GMT 2024","0","dRep","2-delegation/delegation.drep.spec.ts","","","","2M. Should access dRep directory page on disconnected state",""
"skipped","Tue Jul 02 08:57:56 GMT 2024","Tue Jul 02 08:57:56 GMT 2024","0","dRep","5-proposal-functionality/proposalFunctionality.dRep.spec.ts","Proposal checks > Validate provide context about vote","","","5D_1. Should accept valid data in provide context",""
"passed","Tue Jul 02 08:55:10 GMT 2024","Tue Jul 02 08:55:16 GMT 2024","6164","loggedin (desktop)","3-drep-registration/dRepRegistration.loggedin.spec.ts","","","","3F. Should create proper DRep registration request, when registered with data",""
"passed","Tue Jul 02 08:53:05 GMT 2024","Tue Jul 02 08:53:12 GMT 2024","6664","auth setup","auth.setup.ts","","","","Create AdaHolder 05 auth",""
"skipped","Tue Jul 02 08:57:56 GMT 2024","Tue Jul 02 08:57:56 GMT 2024","0","delegation","2-delegation/delegationFunctionality.delegation.spec.ts","","","","2G. Should delegate to myself",""
"passed","Tue Jul 02 08:54:26 GMT 2024","Tue Jul 02 08:54:31 GMT 2024","4586","mobile","8-proposal-discussion/proposalDiscussion.spec.ts","Mocked proposal","","","8I. Should disable poll voting functionality.",""
"passed","Tue Jul 02 08:53:54 GMT 2024","Tue Jul 02 08:54:08 GMT 2024","13834","mobile","2-delegation/delegation.spec.ts","","","","2O. Should load more DReps on show more",""
"skipped","Tue Jul 02 08:57:56 GMT 2024","Tue Jul 02 08:57:56 GMT 2024","0","dRep","3-drep-registration/editDRep.dRep.spec.ts","","","","3P. Should reject invalid edit dRep metadata",""
"passed","Tue Jul 02 08:56:05 GMT 2024","Tue Jul 02 08:56:37 GMT 2024","31928","loggedin (desktop)","7-proposal-submission/proposalSubmission.loggedin.spec.ts","Accept valid data","","","7E_2. Should accept valid data in treasury proposal form",""
